file_path,audio_group,filename,sentence_id,variant,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,f0_mean,f0_std,voiced_ratio,jitter,shimmer,hnr,zcr_mean,zcr_std,rms_mean,rms_std
data\raw\data_store\audio143\arctic_a0143(7).wav,audio143,arctic_a0143(7).wav,0143,7,-239.8936,87.984322,-13.977773,12.991388,-13.672224,14.122577,-11.982709,3.07736,-8.08197,12.422528,-26.565878,5.667139,-12.432737,179.759,17.128,0.9275,0.0328,0.40569,-2.3,0.119847,0.116682,0.086218,0.047318
data\raw\data_store\audio143\arctic_a0143.wav,audio143,arctic_a0143.wav,0143,0,-222.105209,101.430031,-16.104109,26.625256,-20.43074,10.32631,2.32065,-2.268428,-8.827581,-1.732701,-9.533811,-7.182364,-8.500059,175.944,14.775,0.9342,0.02767,0.38094,2.05,0.118069,0.144612,0.130676,0.057366
data\raw\data_store\audio144\arctic_a0144(1).wav,audio144,arctic_a0144(1).wav,0144,1,-229.992798,56.399666,-6.031301,29.331026,-24.798515,0.450669,-22.520184,2.759059,-25.473318,-6.121717,-16.039253,-6.621976,-5.397388,234.292,46.713,0.9504,0.0336,0.38302,-4.095,0.162272,0.188736,0.096193,0.041544
data\raw\data_store\audio144\arctic_a0144(3).wav,audio144,arctic_a0144(3).wav,0144,3,-195.62439,86.972458,20.364029,27.478025,-10.632393,-0.991891,-17.956196,-7.734689,-15.143695,-2.112837,-8.336709,-4.272599,-5.957551,215.87,28.687,0.9239,0.02826,0.4102,-0.972,0.126432,0.150464,0.125841,0.036263
data\raw\data_store\audio144\arctic_a0144(4).wav,audio144,arctic_a0144(4).wav,0144,4,-204.763931,89.143646,-3.334104,22.475189,-15.856796,-1.696697,-29.82439,-13.367001,-8.710514,-4.563362,-13.07686,-4.07508,-2.369119,205.39,33.94,0.9778,0.01739,0.35669,-6.49,0.13405,0.154851,0.129315,0.050263
data\raw\data_store\audio144\arctic_a0144(5).wav,audio144,arctic_a0144(5).wav,0144,5,-214.877182,70.625656,-6.642389,31.632929,-7.762379,6.697926,-12.513035,-25.16733,-5.284932,-14.303159,-12.800049,-2.502202,-7.947486,189.038,39.973,0.9684,0.03307,0.3551,-8.018,0.159636,0.171444,0.100181,0.043214
data\raw\data_store\audio144\arctic_a0144(6).wav,audio144,arctic_a0144(6).wav,0144,6,-199.69986,88.975494,2.982749,33.489334,-12.43796,-9.198691,-26.035048,-12.751089,-17.008661,-10.395583,-15.645726,-9.820549,-7.588443,233.573,35.561,1.0,0.0307,0.41353,-3.106,0.124082,0.14689,0.198883,0.082118
data\raw\data_store\audio144\arctic_a0144(7).wav,audio144,arctic_a0144(7).wav,0144,7,-217.231873,85.179482,14.212386,16.337421,-12.536365,-1.540398,-17.7381,-5.427259,-10.958924,3.345429,-19.673044,6.809286,-9.980565,188.922,18.969,0.9394,0.02345,0.33243,2.798,0.142758,0.178056,0.142097,0.051419
data\raw\data_store\audio144\arctic_a0144.wav,audio144,arctic_a0144.wav,0144,0,-245.502335,80.162331,16.46097,30.605032,-10.678907,5.280069,-13.879186,-6.839811,-9.522122,-6.693803,-7.627714,-2.045371,-5.440015,183.054,17.464,0.9459,0.01809,0.34197,5.034,0.131498,0.174836,0.1415,0.056705
data\raw\data_store\audio145\arctic_a0145(1).wav,audio145,arctic_a0145(1).wav,0145,1,-210.218201,55.852226,-2.919308,49.438965,-20.8764,1.938053,-22.69245,10.616949,-20.387421,3.383857,-15.747037,-5.912057,-4.39901,221.218,28.798,0.932,0.03685,0.48441,-2.618,0.096694,0.058884,0.099027,0.044611
data\raw\data_store\audio145\arctic_a0145(3).wav,audio145,arctic_a0145(3).wav,0145,3,-208.066391,82.700806,10.506866,35.397945,-11.001965,-5.725504,-9.475144,-3.865899,-14.907829,-3.30383,-7.321183,-2.55057,-7.044628,208.438,24.32,0.9468,0.02132,0.43278,0.214,0.098546,0.086244,0.096411,0.036508
data\raw\data_store\audio145\arctic_a0145(4).wav,audio145,arctic_a0145(4).wav,0145,4,-218.47995,78.778114,-4.627621,41.091198,-17.998772,-7.335972,-22.383129,-9.86921,-10.356775,-5.208595,-7.21785,-2.292909,-2.429155,205.4,24.801,0.9894,0.02666,0.50422,-1.064,0.127463,0.091562,0.092397,0.035171
data\raw\data_store\audio145\arctic_a0145(5).wav,audio145,arctic_a0145(5).wav,0145,5,-249.766205,65.421791,-20.989584,34.903919,-15.356297,-0.357275,-7.260955,-15.973569,-5.6335,-14.611142,-16.044413,-3.824242,-17.353756,185.495,34.404,0.866,0.04366,0.54833,-3.196,0.173356,0.12558,0.059684,0.031862
data\raw\data_store\audio145\arctic_a0145(6).wav,audio145,arctic_a0145(6).wav,0145,6,-208.142319,84.920181,-4.422516,41.510418,-18.315481,-6.923501,-21.235279,-8.482185,-20.551195,-7.318377,-14.937291,-9.872752,-4.764237,232.315,36.141,1.0,0.04174,0.5251,-1.644,0.074593,0.054781,0.154831,0.063238
data\raw\data_store\audio145\arctic_a0145(7).wav,audio145,arctic_a0145(7).wav,0145,7,-227.139099,84.80545,0.637465,34.538445,-23.27927,-2.094187,-15.92635,-0.660559,-12.008201,3.39487,-18.679741,2.630884,-10.076303,185.425,19.567,0.9899,0.02296,0.43926,-0.669,0.115209,0.084492,0.101589,0.038765
data\raw\data_store\audio145\arctic_a0145.wav,audio145,arctic_a0145.wav,0145,0,-237.808502,85.621933,0.756713,42.012119,-19.366108,4.287848,-11.118825,-3.216269,-7.239132,-11.189188,-9.031795,-3.69674,-6.052645,185.444,18.74,0.982,0.02194,0.3544,4.369,0.103872,0.109349,0.127675,0.043667
data\raw\data_store\audio146\arctic_a0146(1).wav,audio146,arctic_a0146(1).wav,0146,1,-232.496201,61.64043,-0.888375,36.076645,-17.928909,4.983248,-15.724773,10.026894,-16.738718,0.610406,-13.010191,-3.524694,-4.122406,218.349,32.17,0.8426,0.04081,0.49348,-2.852,0.180941,0.180562,0.082235,0.052708
data\raw\data_store\audio146\arctic_a0146(3).wav,audio146,arctic_a0146(3).wav,0146,3,-198.814331,64.965385,30.890171,32.081665,-10.538829,0.332457,-11.313522,-3.688487,-16.576937,-1.091371,-6.138102,-0.081703,-4.379878,205.848,17.609,0.8,0.02979,0.46477,1.809,0.182014,0.176227,0.110858,0.043125
data\raw\data_store\audio146\arctic_a0146(4).wav,audio146,arctic_a0146(4).wav,0146,4,-236.817459,74.323326,3.415118,37.617393,-22.711929,-3.059481,-19.116865,-6.812008,-10.925746,-1.864488,-7.177828,-2.575644,-3.204007,191.319,29.384,0.9211,0.03349,0.48035,-4.932,0.157681,0.124605,0.068262,0.043848
data\raw\data_store\audio146\arctic_a0146(5).wav,audio146,arctic_a0146(5).wav,0146,5,-256.677612,56.902107,-2.265658,42.161606,-17.694162,3.70742,-3.941441,-18.817732,-7.573268,-17.728249,-8.255842,-4.595044,-12.005657,180.814,35.609,0.828,0.02778,0.54676,-4.669,0.181679,0.153185,0.061576,0.042419
data\raw\data_store\audio146\arctic_a0146(6).wav,audio146,arctic_a0146(6).wav,0146,6,-213.061249,87.130272,2.52979,30.413109,-14.331587,-4.862289,-21.907991,-8.539541,-16.878679,-10.137515,-10.862276,-5.332894,-8.808484,214.019,32.813,0.9655,0.03919,0.48166,-5.091,0.131583,0.132252,0.13379,0.084943
data\raw\data_store\audio146\arctic_a0146(7).wav,audio146,arctic_a0146(7).wav,0146,7,-242.288605,71.545158,15.035233,27.76347,-18.27187,1.571577,-12.969647,-1.280075,-13.866213,3.015481,-14.858446,3.409164,-10.450034,179.43,14.211,0.9268,0.02525,0.43767,-1.205,0.163781,0.139059,0.080499,0.04434
data\raw\data_store\audio146\arctic_a0146.wav,audio146,arctic_a0146.wav,0146,0,-245.807831,59.728554,22.842258,39.303627,-16.453869,5.641906,-6.605384,-0.811342,-11.007096,-5.915884,-6.312968,-0.328759,-8.592029,180.867,23.54,0.9674,0.04667,0.42751,3.35,0.187084,0.189886,0.102259,0.050258
data\raw\data_store\audio147\arctic_a0147(1).wav,audio147,arctic_a0147(1).wav,0147,1,-224.235886,70.463394,-6.233566,29.617367,-23.324368,5.988555,-20.015629,6.033785,-18.251022,1.722562,-14.603989,-4.023748,-6.15327,221.508,43.554,0.9313,0.04125,0.47389,-2.768,0.153292,0.134124,0.083841,0.044908
data\raw\data_store\audio147\arctic_a0147(3).wav,audio147,arctic_a0147(3).wav,0147,3,-175.466644,90.241165,15.155186,19.483175,-5.645024,0.359545,-8.909355,-9.260326,-16.133062,1.469334,-9.12708,-2.009138,-6.273378,191.874,46.341,0.8473,0.0237,0.36885,0.348,0.133324,0.128044,0.130472,0.048406
data\raw\data_store\audio147\arctic_a0147(4).wav,audio147,arctic_a0147(4).wav,0147,4,-193.98616,95.556854,-17.337746,30.03521,-16.797874,-2.336083,-26.092096,-9.997219,-11.064027,-4.70004,-7.755965,-5.672128,-0.759771,211.44,25.284,1.0,0.0213,0.39802,-0.022,0.123299,0.099707,0.118703,0.049185
data\raw\data_store\audio147\arctic_a0147(5).wav,audio147,arctic_a0147(5).wav,0147,5,-244.961761,78.264984,-14.867292,31.759476,-13.024191,4.17422,-6.533839,-26.696131,-8.169659,-15.882586,-15.024731,-4.366257,-13.967809,191.459,27.235,0.9504,0.0246,0.44334,-4.201,0.130213,0.110051,0.071238,0.037589
data\raw\data_store\audio147\arctic_a0147(6).wav,audio147,arctic_a0147(6).wav,0147,6,-206.302261,102.856789,-6.755196,31.815386,-17.813078,-3.638282,-20.004185,-13.817801,-19.844917,-10.166441,-7.716823,-9.574339,-4.593026,228.598,30.786,0.9931,0.02399,0.37146,-1.445,0.074184,0.070615,0.191432,0.090014
data\raw\data_store\audio147\arctic_a0147(7).wav,audio147,arctic_a0147(7).wav,0147,7,-209.438507,94.80674,2.250684,15.731797,-16.417271,3.039884,-17.427174,-4.992589,-10.325915,2.671394,-18.519304,1.009223,-11.241439,183.145,15.545,0.9667,0.02012,0.35505,2.608,0.115314,0.099904,0.113567,0.044345
data\raw\data_store\audio147\arctic_a0147.wav,audio147,arctic_a0147.wav,0147,0,-244.936798,89.604477,10.77826,29.386101,-13.910452,7.899479,-6.578809,-6.285463,-6.418871,-9.497332,-6.122833,-3.451619,-8.556838,180.943,14.401,0.9726,0.02214,0.32692,5.798,0.120286,0.13761,0.12136,0.061296
data\raw\data_store\audio148\arctic_a0148(1).wav,audio148,arctic_a0148(1).wav,0148,1,-232.396484,64.996628,-1.361572,35.51804,-21.703695,0.44086,-19.141573,5.005954,-21.37027,-1.687526,-16.800097,-7.106189,-9.061566,218.819,37.006,0.9891,0.02723,0.37419,-4.679,0.128723,0.130758,0.098631,0.041083
data\raw\data_store\audio148\arctic_a0148(3).wav,audio148,arctic_a0148(3).wav,0148,3,-224.354889,79.964302,20.76095,34.325813,-3.661079,-5.358627,-10.162504,-3.383571,-15.848355,-1.267,-6.602323,-2.341952,-6.9881,207.399,15.499,0.8875,0.01497,0.45778,2.124,0.121672,0.134962,0.093153,0.038929
data\raw\data_store\audio148\arctic_a0148(4).wav,audio148,arctic_a0148(4).wav,0148,4,-217.856857,78.64093,2.04734,40.308754,-14.162054,-6.322943,-23.150661,-7.564051,-11.872916,-4.101256,-10.92078,-0.441801,-3.573966,214.072,19.274,0.92,0.019,0.53804,1.664,0.157763,0.140499,0.100728,0.040357
data\raw\data_store\audio148\arctic_a0148(5).wav,audio148,arctic_a0148(5).wav,0148,5,-280.516693,63.10638,-11.179116,40.661182,-10.76375,-1.118406,-8.388003,-19.019724,-10.36746,-18.459749,-12.543863,-4.152218,-10.864511,189.699,26.888,0.9189,0.02328,0.48973,-4.763,0.165311,0.158298,0.0527,0.034926
data\raw\data_store\audio148\arctic_a0148(6).wav,audio148,arctic_a0148(6).wav,0148,6,-228.298538,77.313194,5.461767,34.898457,-6.863703,-6.994084,-20.082556,-7.399632,-16.705976,-11.239706,-11.467608,-9.448359,-7.191223,237.025,29.578,0.9438,0.03867,0.41256,-0.312,0.095577,0.101835,0.177028,0.104937
data\raw\data_store\audio148\arctic_a0148(7).wav,audio148,arctic_a0148(7).wav,0148,7,-216.576141,86.238113,11.78651,32.66357,-8.417345,-7.733729,-12.787284,-2.230033,-15.708851,2.171754,-19.893875,4.723378,-15.879873,182.43,15.271,0.96,0.02211,0.40749,2.109,0.144009,0.145513,0.138843,0.050905
data\raw\data_store\audio148\arctic_a0148.wav,audio148,arctic_a0148.wav,0148,0,-249.394409,76.387909,11.459156,38.44453,-6.751072,-1.307363,-5.060089,-3.486334,-10.471753,-6.236522,-8.357032,-3.648163,-10.434311,187.713,18.959,0.956,0.02821,0.37033,5.254,0.154796,0.180821,0.131964,0.06209
data\raw\data_store\audio149\arctic_a0149(1).wav,audio149,arctic_a0149(1).wav,0149,1,-260.864258,55.667412,-3.934762,27.318741,-23.013649,2.402107,-17.347837,12.496677,-18.076271,1.927803,-17.87923,-0.182671,-8.400307,233.913,56.56,0.8493,0.03638,0.36836,-0.528,0.172222,0.139156,0.065907,0.042678
data\raw\data_store\audio149\arctic_a0149(3).wav,audio149,arctic_a0149(3).wav,0149,3,-193.325989,75.330528,11.667649,25.106625,-7.942186,-3.702434,-12.275065,-4.539976,-14.152563,-2.80302,-4.479702,-4.473239,-4.872156,206.331,20.671,0.9106,0.02924,0.35044,2.005,0.14918,0.151674,0.104476,0.053412
data\raw\data_store\audio149\arctic_a0149(4).wav,audio149,arctic_a0149(4).wav,0149,4,-178.107788,86.407974,-12.134297,24.027098,-12.451539,-7.762705,-21.804771,-9.785719,-9.574513,-1.993476,-9.553824,-2.416119,-4.997997,209.369,22.555,0.9619,0.02524,0.42248,0.042,0.18079,0.15495,0.114912,0.052376
data\raw\data_store\audio149\arctic_a0149(5).wav,audio149,arctic_a0149(5).wav,0149,5,-225.817459,62.124985,-10.11139,32.051075,-10.766228,-3.463948,-5.420817,-23.239216,-9.324695,-14.32224,-10.606474,-3.505546,-15.644657,186.465,28.724,0.9487,0.04308,0.45128,-4.347,0.200623,0.188176,0.07872,0.041833
data\raw\data_store\audio149\arctic_a0149(6).wav,audio149,arctic_a0149(6).wav,0149,6,-208.157318,83.408554,-6.440663,28.183035,-17.463015,-2.933211,-22.344101,-11.239061,-17.560453,-7.948036,-10.010272,-9.109137,-4.35936,233.639,33.195,0.903,0.03048,0.4352,-2.327,0.143239,0.145636,0.156874,0.083551
data\raw\data_store\audio149\arctic_a0149(7).wav,audio149,arctic_a0149(7).wav,0149,7,-210.205338,81.368927,1.270985,15.761064,-18.52602,1.154666,-14.737501,0.298684,-11.381695,7.572342,-19.269552,7.565398,-14.996258,185.72,19.922,0.9741,0.02956,0.32477,1.169,0.170258,0.169383,0.11877,0.048853
data\raw\data_store\audio149\arctic_a0149.wav,audio149,arctic_a0149.wav,0149,0,-221.904495,77.744179,0.052725,26.268362,-16.114666,4.186378,-6.270684,-2.850241,-5.019256,-6.640896,-7.600624,-2.456847,-9.635856,187.187,19.42,0.9478,0.0347,0.30731,4.319,0.170042,0.202708,0.131612,0.070162
data\raw\data_store\audio15\arctic_a0015(1).wav,audio15,arctic_a0015(1).wav,0015,1,-197.391312,61.253963,-22.594456,33.435299,-33.084538,0.01573,-23.280901,-1.714553,-20.120478,4.697158,-8.891857,-7.691679,-0.694712,231.324,40.238,1.0,0.02426,0.32231,0.696,0.128813,0.121059,0.134462,0.060999
data\raw\data_store\audio15\arctic_a0015(3).wav,audio15,arctic_a0015(3).wav,0015,3,-193.034164,102.267738,2.763671,12.885651,-11.630019,4.559176,-15.73595,-10.547394,-9.759614,-8.483451,-0.090125,-2.071343,-6.281046,229.089,32.956,0.9167,0.03339,0.28022,-1.415,0.102828,0.13736,0.130426,0.046452
data\raw\data_store\audio15\arctic_a0015(4).wav,audio15,arctic_a0015(4).wav,0015,4,-181.951874,79.642563,-17.702374,5.671566,-19.28928,4.467885,-26.578024,-8.048277,-2.986892,-9.145037,3.78297,-2.791811,0.629293,212.944,21.01,0.9423,0.02045,0.26581,-0.575,0.148692,0.159576,0.16121,0.051033
data\raw\data_store\audio15\arctic_a0015(5).wav,audio15,arctic_a0015(5).wav,0015,5,-195.030319,82.524635,-14.867589,3.795683,-2.360664,2.252419,-7.304845,-21.099552,-3.80598,-10.465283,-8.519296,5.354832,-13.124711,169.738,20.468,0.7833,0.0238,0.32359,-5.416,0.192618,0.224448,0.119991,0.058998
data\raw\data_store\audio15\arctic_a0015(6).wav,audio15,arctic_a0015(6).wav,0015,6,-212.292526,96.228378,-13.721345,28.042942,-27.871153,-8.882346,-28.469385,-15.06066,-23.604687,3.087259,-11.838632,-8.711666,-6.238111,221.399,31.048,1.0,0.02303,0.36556,-3.455,0.098248,0.091359,0.15465,0.055682
data\raw\data_store\audio15\arctic_a0015(7).wav,audio15,arctic_a0015(7).wav,0015,7,-202.690308,82.713654,-11.670742,1.341105,-15.144976,4.766586,-28.596676,3.305766,-7.331454,-1.599999,-8.028411,6.036527,-10.741681,190.583,12.582,0.8679,0.01355,0.2405,3.204,0.203723,0.240106,0.157998,0.05632
data\raw\data_store\audio15\arctic_a0015.wav,audio15,arctic_a0015.wav,0015,0,-257.576324,107.257072,-18.084072,22.773729,-18.097258,-2.658349,-5.431461,-14.725995,-2.643229,-11.662109,-5.267787,1.030862,-10.841826,190.096,15.126,0.9464,0.02318,0.19758,8.236,0.133892,0.197255,0.153183,0.063057
data\raw\data_store\audio150\arctic_a0150(1).wav,audio150,arctic_a0150(1).wav,0150,1,-260.167145,72.890343,-13.308544,41.170334,-26.115122,1.518531,-21.174345,10.017631,-18.006599,0.752639,-12.376726,-7.835161,-3.035676,225.442,33.285,0.8136,0.04489,0.52024,-5.413,0.122825,0.088743,0.080678,0.05206
data\raw\data_store\audio150\arctic_a0150(3).wav,audio150,arctic_a0150(3).wav,0150,3,-191.060059,76.831024,11.385029,47.016499,-13.281064,-5.924654,-12.435734,-1.386352,-16.65233,-3.892104,-4.399465,-6.126255,-3.893394,205.014,17.294,0.8542,0.0137,0.44947,-1.598,0.115312,0.115284,0.112492,0.04441
data\raw\data_store\audio150\arctic_a0150(4).wav,audio150,arctic_a0150(4).wav,0150,4,-210.870575,72.413643,-22.415787,58.742386,-17.976009,-12.49958,-23.19614,-9.600041,-6.935133,-5.962473,-4.371841,-2.221643,-2.482213,217.34,28.255,0.9762,0.02127,0.46501,-40.0,0.121595,0.078352,0.102998,0.04898
data\raw\data_store\audio150\arctic_a0150(5).wav,audio150,arctic_a0150(5).wav,0150,5,-287.592285,75.526543,-30.087496,47.606533,-14.307832,-6.261563,-1.531293,-15.578398,0.01948,-10.743458,-10.839864,0.600244,-13.111333,185.38,24.368,0.7692,0.04424,0.48292,-5.946,0.122759,0.070506,0.062278,0.052184
data\raw\data_store\audio150\arctic_a0150(6).wav,audio150,arctic_a0150(6).wav,0150,6,-238.787216,102.875587,-10.421969,41.231602,-13.826781,-4.212458,-20.234787,-12.400474,-13.849813,-8.546023,-8.74496,-9.606856,-3.899771,213.497,30.033,0.9636,0.04284,0.41008,-0.153,0.087402,0.087918,0.147942,0.082479
data\raw\data_store\audio150\arctic_a0150(7).wav,audio150,arctic_a0150(7).wav,0150,7,-215.189117,90.346962,-5.7632,41.112164,-21.0131,-5.566327,-19.700575,1.267821,-10.847372,4.531474,-18.995165,5.955139,-11.081193,180.146,10.689,1.0,0.01459,0.38221,-0.12,0.104818,0.100124,0.122631,0.049263
data\raw\data_store\audio150\arctic_a0150.wav,audio150,arctic_a0150.wav,0150,0,-224.79924,70.921875,-3.84716,57.694336,-21.870047,-3.06558,-7.067782,-1.488633,-5.854476,-9.324278,-5.808773,-4.746983,-7.131851,188.159,25.535,0.9643,0.02612,0.38807,-0.195,0.11669,0.120946,0.143679,0.048724
data\raw\data_store\audio151\arctic_a0151(1).wav,audio151,arctic_a0151(1).wav,0151,1,-280.264954,54.624363,1.580847,36.378868,-16.299116,4.769073,-23.267635,7.886635,-17.979925,1.557781,-16.090128,-4.554865,-1.976373,220.899,55.361,0.8939,0.04276,0.37437,-0.349,0.142727,0.163354,0.063875,0.036821
data\raw\data_store\audio151\arctic_a0151(3).wav,audio151,arctic_a0151(3).wav,0151,3,-215.511734,79.604568,14.492106,29.08861,-2.979348,0.023359,-11.894004,-5.925151,-16.825321,-5.702493,-3.513196,-4.65174,-3.895125,208.283,20.258,0.8868,0.02581,0.34129,1.96,0.120548,0.140417,0.109691,0.053519
data\raw\data_store\audio151\arctic_a0151(4).wav,audio151,arctic_a0151(4).wav,0151,4,-239.939117,79.52816,-6.765362,35.546101,-17.593863,-2.600134,-26.054312,-12.019295,-10.967309,-6.878871,-4.171982,-4.125928,-0.279004,221.682,25.076,0.8673,0.03254,0.36807,-0.564,0.138521,0.137462,0.09461,0.054684
data\raw\data_store\audio151\arctic_a0151(5).wav,audio151,arctic_a0151(5).wav,0151,5,-264.927582,57.295341,-10.534386,36.014736,-7.152113,5.459111,-8.504579,-20.916719,-4.437531,-15.831808,-9.333259,-2.701444,-11.474628,198.391,27.52,0.7429,0.03416,0.48689,-4.871,0.167108,0.16467,0.06758,0.052221
data\raw\data_store\audio151\arctic_a0151(6).wav,audio151,arctic_a0151(6).wav,0151,6,-251.531265,78.550659,2.580783,43.410851,-11.414907,-3.304813,-18.658989,-9.292738,-15.111488,-12.80459,-10.470216,-8.83318,-3.429946,223.493,30.441,0.9268,0.04417,0.33684,1.013,0.087891,0.118852,0.154308,0.087097
data\raw\data_store\audio151\arctic_a0151(7).wav,audio151,arctic_a0151(7).wav,0151,7,-208.36348,79.753769,4.494135,21.54991,-13.112942,0.394648,-17.701754,1.267272,-10.511615,2.495449,-15.134974,3.107397,-9.775181,180.991,17.463,0.8947,0.02813,0.35691,0.653,0.138844,0.15386,0.139593,0.062358
data\raw\data_store\audio151\arctic_a0151.wav,audio151,arctic_a0151.wav,0151,0,-252.319366,78.600929,4.419514,36.849449,-11.222667,3.791108,-8.472032,-4.255638,-5.999591,-12.10294,-3.318084,-4.94999,-7.262108,191.847,21.706,0.931,0.03979,0.34917,4.537,0.145839,0.182203,0.146636,0.080286
data\raw\data_store\audio152\arctic_a0152(1).wav,audio152,arctic_a0152(1).wav,0152,1,-266.558472,55.655487,-5.835978,35.127174,-19.680275,-4.756471,-15.364674,12.045216,-14.509585,0.891133,-10.967506,0.060089,-7.718459,219.051,41.021,0.7864,0.03924,0.47055,-5.483,0.161024,0.156818,0.05963,0.044491
data\raw\data_store\audio152\arctic_a0152(3).wav,audio152,arctic_a0152(3).wav,0152,3,-181.922318,84.926285,14.854852,24.880009,-9.198609,-3.180135,-16.404984,-6.594472,-12.671839,0.57806,-6.868316,-0.079368,-4.246565,214.325,20.43,0.8592,0.02521,0.4817,1.283,0.140406,0.108699,0.11423,0.052216
data\raw\data_store\audio152\arctic_a0152(4).wav,audio152,arctic_a0152(4).wav,0152,4,-182.3647,85.315224,-4.810201,24.864319,-20.118402,-2.324135,-24.899097,-9.836412,-7.924669,-0.863384,-8.923279,0.0103,-3.826922,212.27,31.736,0.9697,0.03058,0.51206,-5.373,0.194281,0.142792,0.099544,0.049571
data\raw\data_store\audio152\arctic_a0152(5).wav,audio152,arctic_a0152(5).wav,0152,5,-199.520187,67.047615,-13.498102,27.017788,-17.613361,3.630533,-16.138542,-18.00725,-4.009831,-15.127627,-8.72523,-4.023793,-7.989184,193.548,31.549,0.8767,0.0304,0.55856,-40.0,0.216769,0.158242,0.082488,0.049342
data\raw\data_store\audio152\arctic_a0152(6).wav,audio152,arctic_a0152(6).wav,0152,6,-218.311798,85.279694,-3.359969,35.651806,-18.837437,-1.1675,-21.460699,-9.441209,-13.176052,-10.405044,-7.583743,-4.972245,-6.79799,226.074,33.998,0.9157,0.03364,0.53438,-2.919,0.13021,0.118702,0.124585,0.072007
data\raw\data_store\audio152\arctic_a0152(7).wav,audio152,arctic_a0152(7).wav,0152,7,-215.906693,82.721802,8.297962,19.630314,-19.023453,2.360929,-24.163387,-3.480568,-5.663651,4.299106,-19.135391,9.252535,-13.736648,181.433,16.499,0.9459,0.01962,0.49805,-2.135,0.180587,0.152344,0.09224,0.044752
data\raw\data_store\audio152\arctic_a0152.wav,audio152,arctic_a0152.wav,0152,0,-231.052856,74.155121,17.742296,25.900532,-9.340466,3.104453,-8.186547,-0.168022,-7.287404,-6.500691,-8.527053,1.519781,-10.595656,192.678,17.747,0.9398,0.02392,0.51504,4.893,0.192766,0.189488,0.11592,0.058561
data\raw\data_store\audio153\arctic_a0153(1).wav,audio153,arctic_a0153(1).wav,0153,1,-260.763611,58.356731,-4.904407,33.694366,-17.293297,2.268099,-17.126701,7.303314,-17.346069,-0.356285,-16.300312,-5.532873,0.59298,232.354,43.62,0.8944,0.03878,0.51825,-3.575,0.180232,0.156982,0.063764,0.036796
data\raw\data_store\audio153\arctic_a0153(3).wav,audio153,arctic_a0153(3).wav,0153,3,-222.206924,72.692116,27.009348,22.489933,-4.430961,0.6415,-17.714157,-1.329468,-17.776102,-5.65958,-6.026878,-0.514231,-4.033098,216.357,24.311,0.8475,0.02707,0.62621,-3.167,0.1826,0.156834,0.085165,0.039114
data\raw\data_store\audio153\arctic_a0153(4).wav,audio153,arctic_a0153(4).wav,0153,4,-212.059464,73.757233,2.310771,28.126326,-12.154731,-2.412076,-23.868128,-3.727875,-10.989339,-7.645546,-6.600437,-1.312978,-0.737985,215.207,30.681,0.8235,0.03557,0.6242,-6.033,0.190048,0.156605,0.08692,0.048329
data\raw\data_store\audio153\arctic_a0153(5).wav,audio153,arctic_a0153(5).wav,0153,5,-275.749115,54.527626,-1.562959,32.976097,-5.068306,7.554179,-11.066213,-18.565884,-8.890437,-11.593376,-13.172204,-3.495896,-9.569827,186.6,27.522,0.9211,0.02915,0.68569,-2.606,0.218244,0.171595,0.044008,0.028488
data\raw\data_store\audio153\arctic_a0153(6).wav,audio153,arctic_a0153(6).wav,0153,6,-229.542816,82.968437,5.866693,39.007256,-12.316523,-2.718708,-17.578451,-10.18309,-15.696064,-9.703618,-7.945173,-8.300742,-4.888354,224.358,28.81,0.9375,0.04359,0.48708,0.592,0.158376,0.158621,0.131366,0.07372
data\raw\data_store\audio153\arctic_a0153(7).wav,audio153,arctic_a0153(7).wav,0153,7,-221.078827,75.867928,9.846588,22.162413,-5.831112,0.047986,-22.388411,-2.10085,-11.283903,2.096955,-16.268559,5.153491,-8.126507,183.893,19.723,0.9912,0.04002,0.57509,-0.763,0.19137,0.155882,0.098472,0.051878
data\raw\data_store\audio153\arctic_a0153.wav,audio153,arctic_a0153.wav,0153,0,-236.041,66.87529,16.908554,27.831024,-6.539705,3.719564,-6.902809,-3.320669,-9.872379,-9.319433,-7.665044,0.516731,-6.312886,193.495,24.106,0.9118,0.03721,0.5201,2.619,0.20291,0.198662,0.116993,0.060229
data\raw\data_store\audio154\arctic_a0154(1).wav,audio154,arctic_a0154(1).wav,0154,1,-261.163696,60.829994,-14.209477,30.460993,-21.560654,5.872663,-16.729753,8.73491,-17.231853,-1.854521,-16.307072,-6.169903,-5.215692,230.804,46.656,0.912,0.0478,0.38678,-4.296,0.163138,0.170079,0.06349,0.040362
data\raw\data_store\audio154\arctic_a0154(3).wav,audio154,arctic_a0154(3).wav,0154,3,-193.197952,75.880898,19.774456,28.20392,-4.443483,-6.239966,-14.15141,-0.416116,-16.100521,-4.533111,-5.083288,-3.851404,-5.129636,217.346,25.121,0.7865,0.03611,0.39983,-1.0,0.173455,0.178972,0.111783,0.045315
